nom,commune,proprietaire,gestionnaire,voieentree,voiesortie,avancement,typeparking,situation,parkingtempsreel,gabarit,capacite,capacite2rm,capacitevelo,capaciteautopartage,capacitepmr,usage,vocation,reglementation,fermeture,codetype,gid,gml_id,longitude,latitude
Saint-Paul (Voûtes SNCF),Lyon 5 ème,Particulier,Particulier,Rue Saint-Paul,Rue Saint-Paul,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,120,0,0,0,0,Réservé abonnés,Résidentielle,Payant,Ouvert 24h/24h,4,166,pvo_patrimoine_voirie.pvoparking.166,4.826535,45.76656299905714
CC de Champvert,Lyon 5 ème,ATAC,ATAC,Avenue Barthélémy Buyer,Avenue Barthélémy Buyer,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,190,0,0,0,4,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,165,pvo_patrimoine_voirie.pvoparking.165,4.796578,45.76350899905714
Garage de l'Europe,Lyon 6 ème,Particulier,Particulier,Rue Vendôme,Rue Vendôme,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),0,1.9,388,0,0,0,1,Libre,Commerciale,Payant,Ouvert 24h/24h,4,168,pvo_patrimoine_voirie.pvoparking.168,4.843884,45.77442699905715
Duquesne,Lyon 6 ème,Particulier,Particulier,Rue Duquesne,Rue Duquesne,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),0,2.0,156,0,0,0,1,Libre,Commerciale,Payant,Ouvert 24h/24h,4,167,pvo_patrimoine_voirie.pvoparking.167,4.850801,45.77309999905716
Parking Cité Internationale P0,Lyon 6 ème,LPA,LPA,Quai Charles de Gaulle,Quai Charles de Gaulle,Existant,Parc concédé GL,En ouvrage (sous-sol),0,1.9,954,20,20,0,1,Mixte,Mixte,Payant,Ouvert 24h/24h,1,339,pvo_patrimoine_voirie.pvoparking.339,4.850151,45.78404299905716
Parking Tony Garnier,Lyon 7 ème,LPA,LPA,Rue Jonas Salk,Rue Hubert Curien,Existant,Parc privé (ou concédé non GL),En ouvrage (sous-sol),0,1.9,798,18,18,0,1,Mixte,Mixte,Payant,Ouvert 24h/24h,4,337,pvo_patrimoine_voirie.pvoparking.337,4.822974,45.72937499905711
Hôpital Saint-Jean de Dieu,Lyon 8 ème,St-Jean de Dieu,St-Jean de Dieu,Route de Vienne,Route de Vienne,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,260,0,0,0,1,Mixte,Mixte,Gratuit,Ouvert 24h/24h,4,422,pvo_patrimoine_voirie.pvoparking.422,4.853659,45.72458499905711
Leclerc Champvert,Lyon 9 ème,LECLERC,LECLERC,Av. Buyer/Av. Apollinaire,Av. Buyer/Av. Apollinaire,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),0,2.05,200,0,0,0,1,Mixte,Commerciale,Gratuit,Dimanche + jours fériés,4,423,pvo_patrimoine_voirie.pvoparking.423,4.803841,45.761481999057146
Lyon Eurexpo,CHASSIEU,VINCI,INDIGO,Eurexpo,Eurexpo,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,10000,0,0,0,130,Horaire,Evènementielle,Payant,Dimanche + jours fériés,4,147,pvo_patrimoine_voirie.pvoparking.147,4.945893,45.73515499905712
Eglise Saint-Maurice,FRANCHEVILLE,PRIVE,PRIVE,Avenue du Chater,Avenue du Chater,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,50,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,4,148,pvo_patrimoine_voirie.pvoparking.148,4.773132,45.73866299905712
Aristide Briand,SAINT-FONS,Privé,Privé,Rue Paul Bert,Avenue Aristide Briand,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,24,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,328,pvo_patrimoine_voirie.pvoparking.328,4.859521,45.70729799905709
Paroisse du père Chevrier,SAINT-FONS,Privé,Privé,Avenue Aristide Briand,Avenue Aristide Briand,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,36,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,4,329,pvo_patrimoine_voirie.pvoparking.329,4.859927,45.7075899990571
Bourrelier,SAINT-FONS,Privé,COMMUNE,Rue du Bourrelier,Rue du Bourrelier,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,8,0,0,0,0,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,4,373,pvo_patrimoine_voirie.pvoparking.373,4.85484,45.71094599905709
Biron,NEUVILLE-SUR-SAONE,Privé,Privé,Passage de Vimy,Passage de Vimy,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,6,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,4,197,pvo_patrimoine_voirie.pvoparking.197,4.840615,45.875386999057255
Parking Vaise,Lyon 9 ème,URBIS PARK,URBIS PARK,Rue de la Navigation,Rue Antonin Laborde,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),0,2.05,857,0,0,0,1,Mixte,Mixte,Payant,Ouvert 24h/24h,4,639,pvo_patrimoine_voirie.pvoparking.639,4.81203,45.788236999057176
Parking Minute Cité internationale,Lyon 6 ème,LPA,LPA,Quai Charles de Gaulle,Quai Charles de Gaulle,Existant,Parc concédé GL,En surface,0,2.0,16,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,1,640,pvo_patrimoine_voirie.pvoparking.640,4.851557,45.784596999057165
Cours Oxygène,Lyon 3 ème,UNIBAIL,EFFIA,Rue de Bonnel,Rue de Bonnel,Existant,Parc privé (ou concédé non GL),En ouvrage (sous-sol),0,2.0,494,0,0,0,1,Mixte,Mixte,Payant,Ouvert 24h/24h,4,641,pvo_patrimoine_voirie.pvoparking.641,4.856766,45.76232699905712
Centre Commercial des Epis d'Or,CORBAS,PRIVE,PRIVE,Rue Jean Macé,Rue Jean Macé,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,128,0,0,0,4,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,285,pvo_patrimoine_voirie.pvoparking.285,4.902297,45.65973299905705
Centre Commercial des Balmes,CORBAS,PRIVE,PRIVE,R. Lumière/R. Lilas,R. Lumière/R. Lilas,Existant,Parc privé (ou concédé non GL),En surface,0,2.1,135,0,0,0,4,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,289,pvo_patrimoine_voirie.pvoparking.289,4.895159,45.664913999057056
Eglise,CRAPONNE,Privé,PRIVE,Avenue Jean Bergeron,Avenue Jean Bergeron,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,23,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,4,260,pvo_patrimoine_voirie.pvoparking.260,4.722677,45.74461799905713
Intermarché et Bricomarché,GRIGNY,PRIVE,PRIVE,Rue Charles de Gaulle,Rue Charles de Gaulle,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,187,0,0,0,2,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,436,pvo_patrimoine_voirie.pvoparking.436,4.782519,45.60498299905701
Basilique de Fourvière,Lyon 5 ème,COMMUNE,COMMUNE,Montée Nicolas de Lange,Montée Nicolas de Lange,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,38,0,0,0,4,Libre,Commerciale,Gratuit,Nuit,4,393,pvo_patrimoine_voirie.pvoparking.393,4.82219,45.76266699905713
Gare de la Part-Dieu,Lyon 3 ème,SNCF,EFFIA,Rue Paul Bert,Rue Paul Bert,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,302,22,0,0,0,Réservé abonnés,Commerciale,Gratuit,Ouvert 24h/24h,4,396,pvo_patrimoine_voirie.pvoparking.396,4.860933,45.75725899905713
CC Carrefour Vénissieux,VENISSIEUX,PRIVE,PRIVE,Boulevard Joliot Curie,Boulevard Joliot Curie,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,2000,0,0,0,12,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,397,pvo_patrimoine_voirie.pvoparking.397,4.877623,45.71596499905709
CC Perollier,ECULLY,PRIVE,PRIVE,Av. Bon Pasteur/Ch. JM Vianney,Av. Bon Pasteur/Ch. JM Vianney,Existant,Parc privé (ou concédé non GL),En surface,0,2.45,3400,0,0,0,26,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,398,pvo_patrimoine_voirie.pvoparking.398,4.777072,45.78724299905716
CC Taffignon,FRANCHEVILLE,PRIVE,PRIVE,Av. Taffignon/Rte Libération,Av. Taffignon/Rte Libération,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,1120,0,0,0,20,Libre,Commerciale,Gratuit,Nuit,4,399,pvo_patrimoine_voirie.pvoparking.399,4.77427,45.73459799905712
CC Sept chemins,VAULX-EN-VELIN,PRIVE,PRIVE,Rue des 7 chemins,Rue des 7 chemins,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,1800,0,0,0,10,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,402,pvo_patrimoine_voirie.pvoparking.402,4.931532,45.74792399905713
CC Porte de Lyon,LIMONEST,PRIVE,PRIVE,RD306/Bretelle A6,RD306/Bretelle A6,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,1400,0,0,0,11,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,400,pvo_patrimoine_voirie.pvoparking.400,4.767459,45.8205199990572
CC Caluire 2,CALUIRE-ET-CUIRE,PRIVE,PRIVE,Av. Gal Leclerc/Ch. J. Petit,Av. Gal Leclerc/Ch. J. Petit,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,1800,0,0,0,33,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,401,pvo_patrimoine_voirie.pvoparking.401,4.859402,45.80324499905718
CC Porte des Alpes,SAINT-PRIEST,PRIVE,PRIVE,Boulevard André Boulloche,Boulevard André Boulloche,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,3500,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,403,pvo_patrimoine_voirie.pvoparking.403,4.928067,45.719843999057105
CC St Genis 2,SAINT-GENIS-LAVAL,PRIVE,PRIVE,Vourles/Charly/De Gaulle,Vourles/Charly/De Gaulle,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,2000,0,0,0,1,Libre,Commerciale,Gratuit,Nuit,4,404,pvo_patrimoine_voirie.pvoparking.404,4.790191,45.681274999057074
CC Givors 2 vallées,GIVORS,PRIVE,PRIVE,Rue de la Paix,Rue de la Paix,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,2154,0,0,0,20,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,405,pvo_patrimoine_voirie.pvoparking.405,4.750279,45.58434299905699
Parking délestage Confluence,Lyon 2 ème,UNIBAIL,UNIBAIL,Rue Vuillerme,Rue Vuillerme,Existant,Parc privé (ou concédé non GL),En surface,1,2.0,400,0,0,0,1,Horaire,Commerciale,Payant,Ouvert 24h/24h,4,785,pvo_patrimoine_voirie.pvoparking.785,4.81937,45.73818099905711
Capucins,Lyon 1 er,PRIVE,PRIVE,Rue des Capucins,Rue des Capucins,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),0,2.0,36,0,0,0,1,Réservé abonnés,Mixte,Payant,Ouvert 24h/24h,4,607,pvo_patrimoine_voirie.pvoparking.607,4.833517,45.76918799905715
Tilsitt,Lyon 2 ème,PRIVE,PRIVE,Quai Tilsitt,Quai Tilsitt,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),0,2.0,220,0,0,0,1,Mixte,Mixte,Payant,Nuit,4,608,pvo_patrimoine_voirie.pvoparking.608,4.826651,45.75647199905713
Ainay,Lyon 2 ème,PRIVE,PRIVE,Rue des Remparts d'Ainay,Rue des Remparts d'Ainay,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),0,2.0,60,0,0,0,1,Mixte,Mixte,Payant,Nuit,4,609,pvo_patrimoine_voirie.pvoparking.609,4.830383,45.75449399905714
CC Carré de Soie,VAULX-EN-VELIN,PRIVE,PRIVE,Av Bohlen/Rue Jacquard,Av Bohlen/Rue Jacquard,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),1,2.0,1800,0,0,0,14,Libre,Commerciale,Gratuit,Nuit,4,617,pvo_patrimoine_voirie.pvoparking.617,4.923577,45.76506799905714
Rue P. Pays - Rhodia,COLLONGES-AU-MONT-D'OR,PRIVE,PRIVE,Rue Pierre Pays,Rue Pierre Pays,Existant,Poche de stationnement,En surface,0,2.0,40,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,611,pvo_patrimoine_voirie.pvoparking.611,4.848578,45.825821999057204
Centre,ALBIGNY-SUR-SAONE,COMMUNE,COMMUNE,Rue Etienne Richerand,Rue Jean Chirat,Existant,Poche de stationnement,En surface,0,2.0,54,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,78,pvo_patrimoine_voirie.pvoparking.78,4.831229,45.86517499905724
Cimetière,ALBIGNY-SUR-SAONE,GRAND LYON,GRAND LYON,Montée du Père Camus,Montée du Père Camus,Existant,Poche de stationnement,En surface,0,2.0,18,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,84,pvo_patrimoine_voirie.pvoparking.84,4.827795,45.86535499905725
Place Elie Guillon,ALBIGNY-SUR-SAONE,COMMUNE,COMMUNE,Montée du Chanoine Roulet,Montée du Chanoine Roulet,Existant,Poche de stationnement,En surface,0,2.0,15,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,215,pvo_patrimoine_voirie.pvoparking.215,4.828625,45.867721999057245
Place Pierre Borel,ALBIGNY-SUR-SAONE,COMMUNE,COMMUNE,Avenue Gabriel Péri,Avenue Gabriel Péri,Existant,Poche de stationnement,En surface,0,2.0,12,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,88,pvo_patrimoine_voirie.pvoparking.88,4.83209,45.86598699905724
Porte des Monts d'Or,ALBIGNY-SUR-SAONE,COMMUNE,COMMUNE,Avenue Henri Barbusse,Quai Général de Gaulle,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,216,pvo_patrimoine_voirie.pvoparking.216,4.834495,45.86556899905724
Square Villevert,ALBIGNY-SUR-SAONE,GRAND LYON,GRAND LYON,Avenue de la Gare,Avenue de la Gare,Existant,Poche de stationnement,En surface,0,2.0,32,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,244,pvo_patrimoine_voirie.pvoparking.244,4.834709,45.87657499905727
Boulodrome,BRON,COMMUNE,COMMUNE,Rue Jules Verne,Rue Jules Verne,Existant,Poche de stationnement,En surface,0,2.0,110,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,254,pvo_patrimoine_voirie.pvoparking.254,4.910784,45.7276529990571
Place de la Libération,BRON,COMMUNE,COMMUNE,Rue Paul Pic,Rue Paul Pic,Existant,Poche de stationnement,En surface,0,2.0,120,0,0,0,2,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,250,pvo_patrimoine_voirie.pvoparking.250,4.901952,45.72962999905711
Centre nautique André Sousi,BRON,COMMUNE,COMMUNE,Rue de la Marne,Rue de la Marne,Existant,Poche de stationnement,En surface,0,2.0,200,0,11,0,9,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,500,pvo_patrimoine_voirie.pvoparking.500,4.906644,45.743160999057125
Fort de Bron,BRON,COMMUNE,COMMUNE,Av. Mal de Lattre de Tassigny,Av. Mal de Lattre de Tassigny,Existant,Poche de stationnement,En surface,0,2.0,180,0,5,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,247,pvo_patrimoine_voirie.pvoparking.247,4.918881,45.731521999057115
Stade Pierre Duboeuf,BRON,CG69,CG69,Rue Jean Bouin,Rue Jean Bouin,Existant,Aire de covoiturage,En surface,0,2.0,187,0,0,0,9,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,6,501,pvo_patrimoine_voirie.pvoparking.501,4.905683,45.741195999057126
Halle des Sports (contre allée),BRON,CG69,CG69,Avenue François Mitterrand,Avenue François Mitterrand,Existant,Poche de stationnement,En surface,0,2.0,130,0,10,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,245,pvo_patrimoine_voirie.pvoparking.245,4.922661,45.737946999057115
Hippodrome,BRON,CG69,CG69,Boulevard des Turfistes,Boulevard des Turfistes,Existant,Poche de stationnement,En surface,0,2.0,240,0,10,0,5,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,249,pvo_patrimoine_voirie.pvoparking.249,4.911547,45.719802999057094
Parc de Parilly,BRON,CG69,CG69,Boulevard Emile Bollaërt,Boulevard Emile Bollaërt,Existant,Poche de stationnement,En surface,0,2.0,45,0,10,0,5,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,258,pvo_patrimoine_voirie.pvoparking.258,4.908574,45.724532999057104
Parc de Parilly,BRON,CG69,CG69,Boulevard Emile Bollaërt,Boulevard Emile Bollaërt,Existant,Poche de stationnement,En surface,0,2.0,100,0,10,0,5,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,257,pvo_patrimoine_voirie.pvoparking.257,4.89542,45.72542399905711
Place de la Fraternité,BRON,GRAND LYON,GRAND LYON,Rue Guynemer,Rue Guynemer,Existant,Poche de stationnement,En surface,0,2.0,53,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,252,pvo_patrimoine_voirie.pvoparking.252,4.922001,45.74353399905712
Place de la Liberté,BRON,GRAND LYON,GRAND LYON,Rue Louis Ailloud,Rue Louis Ailloud,Existant,Poche de stationnement,En surface,0,2.0,400,0,0,0,6,Libre,Evènementielle,Gratuit,Marché,5,251,pvo_patrimoine_voirie.pvoparking.251,4.909824,45.733944999057115
Place Louis Jouvet,BRON,GRAND LYON,GRAND LYON,Avenue Franklin Roosevelt,Avenue Franklin Roosevelt,Existant,Poche de stationnement,En surface,0,2.0,28,0,0,0,2,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,246,pvo_patrimoine_voirie.pvoparking.246,4.91435,45.73155099905711
Saint-Exupéry,BRON,GRAND LYON,GRAND LYON,Rue du Colonel Chambonnet,Rue du Colonel Chambonnet,Existant,Poche de stationnement,En surface,0,2.0,100,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,255,pvo_patrimoine_voirie.pvoparking.255,4.922946,45.72599099905711
Square République,BRON,COMMUNE,COMMUNE,Avenue de la République,Avenue de la République,Existant,Poche de stationnement,En surface,0,2.0,27,0,0,0,2,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,248,pvo_patrimoine_voirie.pvoparking.248,4.910534,45.73353499905712
Stade Léo Lagrange,BRON,COMMUNE,COMMUNE,Rue Marcel Cerdan,Rue Marcel Cerdan,Existant,Poche de stationnement,En surface,0,2.0,110,0,4,0,4,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,253,pvo_patrimoine_voirie.pvoparking.253,4.926197,45.74169599905712
Gymnase Félix Charron,BRON,CG69,CG69,Rue Jean Bouin,Rue Jean Bouin,Existant,Poche de stationnement,En surface,0,2.0,12,0,0,0,12,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,256,pvo_patrimoine_voirie.pvoparking.256,4.90539,45.74001099905712
Complexe sportif,CAILLOUX-SUR-FONTAINES,COMMUNE,COMMUNE,Route des Prolières,Route des Prolières,Existant,Poche de stationnement,En surface,0,2.0,130,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,128,pvo_patrimoine_voirie.pvoparking.128,4.865394,45.85008099905723
Parking 1,CAILLOUX-SUR-FONTAINES,COMMUNE,COMMUNE,Route des Prolières,Route des Prolières,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,127,pvo_patrimoine_voirie.pvoparking.127,4.870912,45.85194099905721
Parking 2,CAILLOUX-SUR-FONTAINES,COMMUNE,COMMUNE,Route des Prolières,Route des Prolières,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,130,pvo_patrimoine_voirie.pvoparking.130,4.871057,45.85201699905723
Place du 8 mai,CAILLOUX-SUR-FONTAINES,COMMUNE,COMMUNE,Place du 8 mai,Place du 8 mai,Existant,Poche de stationnement,En surface,0,2.0,22,0,0,0,0,Libre,Evènementielle,Gratuit,Marché,5,129,pvo_patrimoine_voirie.pvoparking.129,4.872539,45.85236699905724
Pierre Terrasse,CALUIRE-ET-CUIRE,COMMUNE,COMMUNE,Avenue Pierre Terrasse,Avenue Pierre Terrasse,Existant,Poche de stationnement,En surface,0,2.0,21,0,0,0,0,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,629,pvo_patrimoine_voirie.pvoparking.629,4.84793,45.799142999057175
Parking des AFN,CALUIRE-ET-CUIRE,COMMUNE,COMMUNE,Av.P. Terrasse/R. des AFN,Av.P. Terrasse/R. des AFN,Existant,Poche de stationnement,En surface,0,2.0,128,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,545,pvo_patrimoine_voirie.pvoparking.545,4.848727,45.79890799905717
Chemin du Penthod,CALUIRE-ET-CUIRE,GRAND LYON,GRAND LYON,Chemin du Penthod,Chemin du Penthod,Existant,Poche de stationnement,En surface,0,2.0,121,0,0,0,7,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,630,pvo_patrimoine_voirie.pvoparking.630,4.834239,45.78620399905717
Cimetière,CALUIRE-ET-CUIRE,GRAND LYON,GRAND LYON,Avenue Louis Dufour,Avenue Louis Dufour,Existant,Poche de stationnement,En surface,0,2.0,9,0,8,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,631,pvo_patrimoine_voirie.pvoparking.631,4.851356,45.80243899905718
