nom,commune,proprietaire,gestionnaire,voieentree,voiesortie,avancement,typeparking,situation,parkingtempsreel,gabarit,capacite,capacite2rm,capacitevelo,capaciteautopartage,capacitepmr,usage,vocation,reglementation,fermeture,codetype,gid,gml_id,longitude,latitude
Gadagne - Millaud,SAINT-GENIS-LAVAL,COMMUNE,COMMUNE,Avenue de Gadagne,Avenue de Gadagne,Existant,Aire de covoiturage,En surface,0,2.0,24,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,946,pvo_patrimoine_voirie.pvoparking.946,4.7858,45.6943579990571
Gadagne / Foch,SAINT-GENIS-LAVAL,COMMUNE,COMMUNE,Avenue de Gadagne,Avenue Maréchal Foch,Existant,Aire de covoiturage,En surface,0,2.0,43,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,947,pvo_patrimoine_voirie.pvoparking.947,4.786378,45.68818199905707
Parking Perrache 2,Lyon 2 ème,GRAND LYON,EFFIA,Centre d'échange de Perrache,Centre d'échange de Perrache,Existant,Parc privé (ou concédé non GL),En ouvrage (en élévation),1,1.9,452,13,0,0,1,Horaire,Commerciale,Payant,Ouvert 24h/24h,4,932,pvo_patrimoine_voirie.pvoparking.932,4.825952,45.749508999057134
Parking Ney,Lyon 6 ème,LPA,LPA,Rue Ney,Rue Ney,Existant,Parc privé (ou concédé non GL),En ouvrage (sous-sol),1,1.9,160,0,0,0,1,Réservé abonnés,Mixte,Payant,Ouvert 24h/24h,4,933,pvo_patrimoine_voirie.pvoparking.933,4.855143,45.77008899905715
Parking P1 - Aéroport Lyon - St-Exupéry,Colombier-Saugnieu,LPA,LPA,Aéroport Saint Exupéry,Aéroport Saint Exupéry,Existant,Parc privé (ou concédé non GL),En ouvrage (sous-sol),1,1.9,1977,11,0,0,9,Horaire,Commerciale,Payant,Ouvert 24h/24h,4,996,pvo_patrimoine_voirie.pvoparking.996,5.077035,45.71970999905711
Place Victor Balland,VILLEURBANNE,COMMUNE,COMMUNE,Rue du 4 Aout 1789,Rue du 4 Aout 1789,Existant,Poche de stationnement,En surface,0,2.0,78,0,0,0,2,Horaire,Commerciale,Zone bleue,Marché,5,936,pvo_patrimoine_voirie.pvoparking.936,4.899957,45.766141999057155
Place de la Paix,VILLEURBANNE,GRAND LYON,GRAND LYON,Place de la Paix,Place de la Paix,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,0,Libre,Mixte,Gratuit,Marché,5,937,pvo_patrimoine_voirie.pvoparking.937,4.915111,45.751617999057125
Le Fort,SAINT-PRIEST,GRAND LYON,GRAND LYON,Chemin de Saint Bonnet de Mure,Chemin de Saint Bonnet de Mure,Existant,Aire de covoiturage,En surface,0,2.0,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,956,pvo_patrimoine_voirie.pvoparking.956,4.962427,45.69235999905707
Honoré de Balzac,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Honoré de Balzac,Rue Honoré de Balzac,Existant,Aire de covoiturage,En surface,0,2.0,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,958,pvo_patrimoine_voirie.pvoparking.958,4.97728,45.70709099905709
Pierre Cot,SAINT-PRIEST,GRAND LYON,GRAND LYON,13e rue de la Cité Berliet,Avenue Pierre Cot,Existant,Aire de covoiturage,En surface,0,2.0,50,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,957,pvo_patrimoine_voirie.pvoparking.957,4.897671,45.70620899905708
Communay - Stade de la Plaine,Communay,GRAND LYON,GRAND LYON,Route de Marennes,Route de Marennes,Existant,Aire de covoiturage hors GL,En surface,0,2.0,100,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,961,pvo_patrimoine_voirie.pvoparking.961,4.84919,45.605861999057026
Ternay - Parking du Mur peint,Ternay,GRAND LYON,GRAND LYON,Rue Neuve,Rue Neuve,Existant,Aire de covoiturage hors GL,En surface,0,2.0,100,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,960,pvo_patrimoine_voirie.pvoparking.960,4.809717,45.606270999057
Dommartin - Cimetière,Dommartin,GRAND LYON,CCPA,Route du Pont de Reyre,Route du Pont de Reyre,Existant,Aire de covoiturage hors GL,En surface,0,2.0,25,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,959,pvo_patrimoine_voirie.pvoparking.959,4.72043,45.83430399905722
Communay - Cimetière,Communay,GRAND LYON,GRAND LYON,Rue du Chateau,Rue du Chateau,Existant,Aire de covoiturage hors GL,En surface,0,2.0,50,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,963,pvo_patrimoine_voirie.pvoparking.963,4.83148,45.60747499905701
Saint Symphorien d'Ozon,Saint-Symphorien-d'Ozon,GRAND LYON,GRAND LYON,Avenue Burago Di Molgora,Avenue Burago Di Molgora,Existant,Aire de covoiturage hors GL,En surface,0,2.0,36,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,962,pvo_patrimoine_voirie.pvoparking.962,4.86,45.63304799905703
St Laurent de Mure - Les Marches du Rhône,Saint-Laurent-de-Mure,GRAND LYON,GRAND LYON,Avenue d'Amsterdam,Avenue d'Amsterdam,Existant,Aire de covoiturage hors GL,En surface,0,2.0,65,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,964,pvo_patrimoine_voirie.pvoparking.964,5.063164,45.68359899905707
Grézieu la Varenne - Salle des fêtes,Grézieu-la-Varenne,COMMUNE,COMMUNE,Rue des Attignies,Rue des Attignies,Existant,Aire de covoiturage hors GL,En surface,0,2.0,27,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,965,pvo_patrimoine_voirie.pvoparking.965,4.687772,45.74740999905714
Grézieu la Varenne - Pôle sportif,Grézieu-la-Varenne,COMMUNE,COMMUNE,Route Neuve du Col de la Luère,Route Neuve du Col de la Luère,Existant,Aire de covoiturage hors GL,En surface,0,2.0,90,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,966,pvo_patrimoine_voirie.pvoparking.966,4.697566,45.74837899905714
Ste Consorce - Méginand,Sainte-Consorce,INTERCOMMUNAL,COMMUNE,Chemin de Méginand,Chemin de Méginand,Existant,Aire de covoiturage hors GL,En surface,0,2.0,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,967,pvo_patrimoine_voirie.pvoparking.967,4.70514,45.771207999057154
Ste Consorce - Rue des Monts,Sainte-Consorce,COMMUNE,COMMUNE,Rue des Monts,Rue des Monts,Existant,Aire de covoiturage hors GL,En surface,0,2.0,8,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,770,pvo_patrimoine_voirie.pvoparking.770,4.691446,45.774742999057146
St Maurice de Beynost,Saint-Maurice-de-Beynost,COMMUNE,COMMUNE,Chemin du Pilon,Chemin du Pilon,Existant,Aire de covoiturage hors GL,En surface,0,2.0,80,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,771,pvo_patrimoine_voirie.pvoparking.771,4.989184,45.8208409990572
La Bottière,QUINCIEUX,COMMUNE,COMMUNE,Chemin des Poyets,Chemin des Poyets,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,772,pvo_patrimoine_voirie.pvoparking.772,4.774626,45.91614599905729
Place de l'Eglise,QUINCIEUX,COMMUNE,COMMUNE,Rue de la République,Rue de la République,Existant,Poche de stationnement,En surface,0,2.0,29,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,773,pvo_patrimoine_voirie.pvoparking.773,4.778951,45.915012999057296
Cimetière,QUINCIEUX,COMMUNE,COMMUNE,Chemin du Château,Chemin du Château,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,774,pvo_patrimoine_voirie.pvoparking.774,4.783312,45.9149469990573
Ecole,QUINCIEUX,COMMUNE,COMMUNE,Rue Antoine-Marius Bérerd,Rue Antoine-Marius Bérerd,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,948,pvo_patrimoine_voirie.pvoparking.948,4.779637,45.9101269990573
Centre,QUINCIEUX,COMMUNE,COMMUNE,Route de Chasselay,Route de Chasselay,Existant,Poche de stationnement,En surface,0,2.0,37,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,949,pvo_patrimoine_voirie.pvoparking.949,4.777037,45.9140869990573
Route Chasselay,QUINCIEUX,COMMUNE,COMMUNE,Route de Chasselay,Route de Chasselay,Existant,Poche de stationnement,En surface,0,2.0,11,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,950,pvo_patrimoine_voirie.pvoparking.950,4.777251,45.91337299905729
Saint Laurent,QUINCIEUX,COMMUNE,COMMUNE,Chemin Saint Laurent,Chemin Saint Laurent,Existant,Poche de stationnement,En surface,0,2.0,40,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,952,pvo_patrimoine_voirie.pvoparking.952,4.779057,45.91383499905729
Ambroise Paré,MEYZIEU,GRAND LYON,GRAND LYON,Rue du 24 avril 1915,Rue du 24 avril 1915,En projet,Aire de covoiturage,En surface,0,2.0,13,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,6,954,pvo_patrimoine_voirie.pvoparking.954,4.987353,45.77153199905715
Provinces,SAINTE-FOY-LES-LYON,GRAND LYON,GRAND LYON,Chemin de Chavril,Boulevard des Provinces,Existant,Aire de covoiturage,En surface,0,2.0,25,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,943,pvo_patrimoine_voirie.pvoparking.943,4.799921,45.746683999057126
Place de la République,CHASSIEU,GRAND LYON,GRAND LYON,Chemin de la Place,Chemin du Mont Saint Paul,Existant,Poche de stationnement,En surface,0,2.0,21,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,102,pvo_patrimoine_voirie.pvoparking.102,4.972031,45.746000999057124
Place des Anciens de l'Electro-chimie,PIERRE-BENITE,COMMUNE,COMMUNE,Chemin du Brotillon,Chemin du Brotillon,Existant,Poche de stationnement,En surface,0,2.25,140,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,945,pvo_patrimoine_voirie.pvoparking.945,4.824289,45.70582999905708
Sathonay,SATHONAY-VILLAGE,COMMUNE,COMMUNE,Route de Saint Trivier,Route de Saint Trivier,Existant,Aire de covoiturage,En surface,0,2.0,3,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,828,pvo_patrimoine_voirie.pvoparking.828,4.877711,45.83188499905721
Albert Camus,Lyon 5 ème,GRAND LYON,GRAND LYON,Rue Cardinal Gerlier,Rue Cardinal Gerlier,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,829,pvo_patrimoine_voirie.pvoparking.829,4.815477,45.75815599905714
Entrepôts,Lyon 4 ème,GRAND LYON,GRAND LYON,Rue des Entrepôts,Rue des Entrepôts,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,811,pvo_patrimoine_voirie.pvoparking.811,4.810626,45.77556599905715
Pollionay Valency,Pollionnay,COMMUNE,COMMUNE,Route de Valency,Route de Valency,Existant,Aire de covoiturage hors GL,En surface,0,2.0,6,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,812,pvo_patrimoine_voirie.pvoparking.812,4.66833,45.777916999057155
Lentilly - ZA Montepy,Lentilly,COMMUNE,CCPA,Route de France,Route de France,Existant,Aire de covoiturage hors GL,En surface,0,2.0,30,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,830,pvo_patrimoine_voirie.pvoparking.830,4.668036,45.82580299905721
Messimy - Bascule,Messimy,COMMUNE,COMMUNE,Route du Moulin Rose,Route du Moulin Rose,Existant,Aire de covoiturage hors GL,En surface,0,2.0,6,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,831,pvo_patrimoine_voirie.pvoparking.831,4.687677,45.699419999057085
Messimy - Randonneurs,Messimy,COMMUNE,COMMUNE,Avenue des Alpes,Avenue des Alpes,Existant,Aire de covoiturage hors GL,En surface,0,2.0,42,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,832,pvo_patrimoine_voirie.pvoparking.832,4.677775,45.697437999057094
Pollionnay - Médiathèque,Pollionnay,COMMUNE,COMMUNE,Route de la Croix de Ban,Route de la Croix de Ban,Existant,Aire de covoiturage hors GL,En surface,0,2.0,25,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,833,pvo_patrimoine_voirie.pvoparking.833,4.660403,45.764969999057136
Pollionnay - Place des trois hameaux,Pollionnay,COMMUNE,COMMUNE,Place des Trois Hameaux,Place des Trois Hameaux,Existant,Aire de covoiturage hors GL,En surface,0,2.0,5,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,834,pvo_patrimoine_voirie.pvoparking.834,4.688205,45.759225999057136
St Laurent de Vaux - Mairie,Saint-Laurent-de-Vaux,COMMUNE,COMMUNE,Place de la Mairie,Place de la Mairie,Existant,Aire de covoiturage hors GL,En surface,0,2.0,6,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,835,pvo_patrimoine_voirie.pvoparking.835,4.631258,45.7149309990571
Thurins - Ancienne gare,Thurins,CG,CG,Route de Rontalon,Route de Rontalon,Existant,Aire de covoiturage hors GL,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,837,pvo_patrimoine_voirie.pvoparking.837,4.673663,45.68781699905708
Thurins - Route d'Yzeron,Thurins,COMMUNE,COMMUNE,Route d'Yzeron,Route d'Yzeron,Existant,Aire de covoiturage hors GL,En surface,0,2.0,51,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,836,pvo_patrimoine_voirie.pvoparking.836,4.638442,45.68302799905708
Vaugneray - Maison Blanche,Vaugneray,COMMUNE,COMMUNE,Route de Lyon,Route de Lyon,Existant,Aire de covoiturage hors GL,En surface,0,2.0,17,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,838,pvo_patrimoine_voirie.pvoparking.838,4.672504,45.73307699905711
Vaugneray - Rue des droits de l'homme,Vaugneray,COMMUNE,COMMUNE,Rue des Droits de l'Homme,Rue des Droits de l'Homme,Existant,Aire de covoiturage hors GL,En surface,0,2.0,6,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,839,pvo_patrimoine_voirie.pvoparking.839,4.685163,45.73844899905712
Yzeron - Mairie,Yzeron,COMMUNE,COMMUNE,Grande rue,Grande rue,Existant,Aire de covoiturage hors GL,En surface,0,2.0,25,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,840,pvo_patrimoine_voirie.pvoparking.840,4.59214,45.70720799905709
Yzeron - Petit pré,Yzeron,COMMUNE,COMMUNE,Route de Saint Martin,Route de Saint Martin,Existant,Aire de covoiturage hors GL,En surface,0,2.0,40,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,841,pvo_patrimoine_voirie.pvoparking.841,4.584475,45.706685999057086
Halte ferroviaire de Pierre Bénite,PIERRE-BENITE,COMMUNE,COMMUNE,Rue Stalingrad,Rue Stalingrad,Existant,Aire de covoiturage,En surface,0,2.0,50,0,4,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,820,pvo_patrimoine_voirie.pvoparking.820,4.824004,45.70616099905709
Parc de Parilly,BRON,GRAND LYON,GRAND LYON,Avenue Pierre Mendès France,Avenue Pierre Mendès France,Existant,Aire de covoiturage,En surface,0,2.0,140,0,0,0,0,Libre,Mixte,Gratuit,Nuit,6,972,pvo_patrimoine_voirie.pvoparking.972,4.913539,45.72171699905711
Rue Châtelain,SAINTE-FOY-LES-LYON,GRAND LYON,GRAND LYON,Rue Châtelain,Rue Châtelain,Existant,Aire de covoiturage,En surface,0,2.0,5,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,821,pvo_patrimoine_voirie.pvoparking.821,4.798057,45.735489999057116
St Quentin - Péage des Chesnes,Saint-Quentin-Fallavier,GRAND LYON,GRAND LYON,Boulevard de Tharabie,Boulevard de Tharabie,Existant,Aire de covoiturage hors GL,En surface,0,2.2,140,0,0,0,4,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,857,pvo_patrimoine_voirie.pvoparking.857,5.101478,45.65577599905705
Vourles - Maison forte,Vourles,GRAND LYON,COMMUNE,Rue Charles de Gaulle,Rue Charles de Gaulle,Existant,Aire de covoiturage hors GL,En surface,0,2.0,20,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,7,843,pvo_patrimoine_voirie.pvoparking.843,4.780362,45.660974999057046
Robert,FRANCHEVILLE,COMMUNE,COMMUNE,Rue du Robert,Rue du Robert,Existant,Poche de stationnement,En surface,0,2.0,30,0,6,0,1,Libre,Mixte,Zone bleue,Ouvert 24h/24h,5,822,pvo_patrimoine_voirie.pvoparking.822,4.763175,45.73598099905712
Marché,VENISSIEUX,GRAND LYON,GRAND LYON,Rue Gaston Monmousseau,Rue Gaston Monmousseau,Existant,Poche de stationnement,En surface,0,2.0,100,0,0,0,0,Libre,Mixte,Gratuit,Marché,5,858,pvo_patrimoine_voirie.pvoparking.858,4.878913,45.695670999057086
Marché,VENISSIEUX,COMMUNE,COMMUNE,Rue Gabriel Bourdarias,Rue Gabriel Bourdarias,Existant,Poche de stationnement,En surface,0,2.0,200,0,0,0,0,Libre,Mixte,Gratuit,Marché,5,859,pvo_patrimoine_voirie.pvoparking.859,4.871811,45.69205299905708
La Mémo,OULLINS,COMMUNE,COMMUNE,Rue de la République,Rue de la République,Existant,Poche de stationnement,En ouvrage (sous-sol),0,2.0,55,0,0,0,1,Mixte,Mixte,Payant,Ouvert 24h/24h,5,825,pvo_patrimoine_voirie.pvoparking.825,4.811734,45.717014999057106
La Rotonde,OULLINS,COMMUNE,COMMUNE,Rue Narcisse Bertholey,Rue Narcisse Bertholey,Existant,Poche de stationnement,En surface,0,2.0,32,0,0,0,1,Horaire,Mixte,Payant,Ouvert 24h/24h,5,824,pvo_patrimoine_voirie.pvoparking.824,4.805366,45.715482999057095
Cimetière funérarium,RILLIEUX-LA-PAPE,GRAND LYON,GRAND LYON,Chemin de la Croix,Chemin de la Croix,Existant,Poche de stationnement,En surface,0,2.0,37,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,860,pvo_patrimoine_voirie.pvoparking.860,4.908413,45.82524099905721
Parc Brosset,RILLIEUX-LA-PAPE,COMMUNE,GRAND LYON,Rue Alexandre Bérard,Rue Alexandre Bérard,Existant,Poche de stationnement,En surface,0,2.0,100,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,861,pvo_patrimoine_voirie.pvoparking.861,4.896468,45.8212749990572
Semailles,RILLIEUX-LA-PAPE,GRAND LYON,GRAND LYON,Rue de Luxembourg,Rue de Luxembourg,Existant,Poche de stationnement,En surface,0,2.0,105,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,862,pvo_patrimoine_voirie.pvoparking.862,4.906638,45.82116599905721
Loup pendu,RILLIEUX-LA-PAPE,COMMUNE,COMMUNE,Avenue Pierre Mendès France,Avenue Pierre Mendès France,Existant,Poche de stationnement,En surface,0,1.9,115,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,863,pvo_patrimoine_voirie.pvoparking.863,4.887976,45.8165499990572
Hôtel de Ville,RILLIEUX-LA-PAPE,GRAND LYON,GRAND LYON,Rue Ampère,Rue Ampère,Existant,Poche de stationnement,En surface,0,2.0,70,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,864,pvo_patrimoine_voirie.pvoparking.864,4.899106,45.81863599905719
Paul Emile Victor,RILLIEUX-LA-PAPE,GRAND LYON,GRAND LYON,Avenue Général Leclerc,Avenue Général Leclerc,Existant,Poche de stationnement,En surface,0,2.0,100,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,865,pvo_patrimoine_voirie.pvoparking.865,4.904767,45.8168939990572
Place du Marché,RILLIEUX-LA-PAPE,GRAND LYON,GRAND LYON,Avenue Général Leclerc,Avenue Général Leclerc,Existant,Poche de stationnement,En surface,0,2.0,200,0,0,0,0,Libre,Mixte,Gratuit,Marché,5,866,pvo_patrimoine_voirie.pvoparking.866,4.895466,45.812695999057205
Leclerc,TASSIN-LA-DEMI-LUNE,COMMUNE,COMMUNE,Avenue Général Leclerc,Avenue Général Leclerc,Existant,Poche de stationnement,En surface,0,2.0,11,0,0,0,2,Horaire,Mixte,Payant,Ouvert 24h/24h,5,844,pvo_patrimoine_voirie.pvoparking.844,4.776426,45.761665999057136
Stade Jomard,VAULX-EN-VELIN,COMMUNE,COMMUNE,Avenue Paul Marcellin,Avenue Paul Marcellin,Existant,Aire de covoiturage,En surface,0,2.0,54,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,827,pvo_patrimoine_voirie.pvoparking.827,4.932452,45.77419099905715
Parc du Château,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Franklin,Rue Franklin,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,847,pvo_patrimoine_voirie.pvoparking.847,4.927504,45.788116999057166
Louis Duclos,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Louis Duclos,Rue Louis Duclos,Existant,Poche de stationnement,En surface,0,2.1,40,0,0,0,0,Libre,Mixte,Gratuit,Nuit,5,848,pvo_patrimoine_voirie.pvoparking.848,4.925646,45.78707899905716
MJC,VAULX-EN-VELIN,COMMUNE,COMMUNE,Avenue Henri Barbusse,Avenue Henri Barbusse,Existant,Poche de stationnement,En surface,0,2.0,38,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,849,pvo_patrimoine_voirie.pvoparking.849,4.917107,45.78297099905716
Bibliothèque Georges Perec,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Rue Louis Michoy,Rue Louis Michoy,Existant,Poche de stationnement,En surface,0,2.0,40,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,850,pvo_patrimoine_voirie.pvoparking.850,4.911231,45.78599799905716
Tour d'escalade,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Ernest Renan,Rue Ernest Renan,Existant,Poche de stationnement,En surface,0,2.0,26,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,851,pvo_patrimoine_voirie.pvoparking.851,4.910278,45.78513799905716
Victor Jara,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Rue Jean Lesire,Rue Jean Lesire,Existant,Poche de stationnement,En surface,0,2.0,60,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,852,pvo_patrimoine_voirie.pvoparking.852,4.911184,45.78030099905716
Batag,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Georges Chevallier,Rue Georges Chevallier,Existant,Poche de stationnement,En surface,0,2.0,27,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,853,pvo_patrimoine_voirie.pvoparking.853,4.918089,45.78534699905716
Andrée Vienot,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Avenue Maurice Thorez,Avenue Maurice Thorez,Existant,Poche de stationnement,En surface,0,2.0,22,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,854,pvo_patrimoine_voirie.pvoparking.854,4.9136,45.78102599905716
Frachon,VAULX-EN-VELIN,COMMUNE,COMMUNE,Avenue Maurice Thorez,Avenue Maurice Thorez,Existant,Poche de stationnement,En surface,0,2.0,70,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,855,pvo_patrimoine_voirie.pvoparking.855,4.914439,45.779559999057156
Pré de l'Herpe,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Avenue Gaston Monmousseau,Avenue Gaston Monmousseau,Existant,Poche de stationnement,En surface,0,1.9,84,0,0,0,3,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,856,pvo_patrimoine_voirie.pvoparking.856,4.91484,45.777147999057156
Hôtel de Ville,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Hô Chi Minh/J. Romains,Hô Chi Minh/J. Romains,Existant,Poche de stationnement,En surface,0,2.5,206,0,0,0,7,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,1023,pvo_patrimoine_voirie.pvoparking.1023,4.919142,45.778740999057156
Palais des Sports,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Rue Hô Chi Minh,Rue Hô Chi Minh,Existant,Poche de stationnement,En surface,0,2.0,11,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,867,pvo_patrimoine_voirie.pvoparking.867,4.921217,45.77928699905715
Esplanade Maurice Audin,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Rue Maurice Audin,Rue Maurice Audin,Existant,Poche de stationnement,En surface,0,2.0,54,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,868,pvo_patrimoine_voirie.pvoparking.868,4.919926,45.77775599905716
Esplanade du lycée Doisneau,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Rue du Lycée,Rue du Lycée,Existant,Poche de stationnement,En surface,0,2.0,62,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,869,pvo_patrimoine_voirie.pvoparking.869,4.919306,45.77686099905715
Cuzin,VAULX-EN-VELIN,GRAND LYON,GRAND LYON,Rue Cuzin,Rue Driss Benzekri,Existant,Poche de stationnement,En surface,0,2.0,28,0,6,0,3,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,870,pvo_patrimoine_voirie.pvoparking.870,4.91671,45.775356999057145
Commissariat,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Jean Foucaud,Rue Jean Foucaud,Existant,Poche de stationnement,En surface,0,2.1,34,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,871,pvo_patrimoine_voirie.pvoparking.871,4.920847,45.77648599905715
Dimitrov-Eluard,VAULX-EN-VELIN,COMMUNE,COMMUNE,Avenue Georges Dimitrov,Rue Paul Eluard,Existant,Poche de stationnement,En surface,0,2.0,0,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,872,pvo_patrimoine_voirie.pvoparking.872,4.922205,45.776738999057144
Carco,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Robert Desnos,Rue Robert Desnos,Existant,Poche de stationnement,En surface,0,2.0,28,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,873,pvo_patrimoine_voirie.pvoparking.873,4.92773,45.77594199905716
ZI la Rize - Fromont Nord,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Francine Fromont,Rue Francine Fromont,Existant,Poche de stationnement,En surface,0,1.9,50,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,874,pvo_patrimoine_voirie.pvoparking.874,4.937519,45.778662999057154
ZI La Rize - Fromont Sud,VAULX-EN-VELIN,COMMUNE,COMMUNE,Rue Francine Fromont,Rue Francine Fromont,Existant,Poche de stationnement,En surface,0,1.9,40,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,875,pvo_patrimoine_voirie.pvoparking.875,4.937666,45.778584999057166
